Position,Const,Created,Modified,Description,Title,URL,Title Type,IMDb Rating,Runtime (mins),Year,Genres,Num Votes,Release Date,Directors,Your Rating,Date Rated
1,tt9848626,2023-12-28,2023-12-28,,Hotel Transylvania: Transformania,https://www.imdb.com/title/tt9848626/,movie,7.5,tt9848626,2022,Animation, Drama, Fantasy,64368,2016-09-09,J.A. Bayona,,
2,tt1985949,2023-12-28,2023-12-28,,The Angry Birds Movie,https://www.imdb.com/title/tt1985949/,movie,7.5,tt1985949,2016,Animation, Drama, Fantasy,64368,2016-09-09,J.A. Bayona,,
3,tt0472181,2023-12-28,2023-12-28,,The Smurfs,https://www.imdb.com/title/tt0472181/,movie,7.5,tt0472181,2011,Animation, Drama, Fantasy,64368,2016-09-09,J.A. Bayona,,
